,age,race,prior,gender,juvenilecrime,currentcharge
76,0,1,0,1,0,0
77,0,1,0,1,0,1
78,0,1,0,0,1,1
79,0,1,0,1,1,0
80,0,0,0,1,1,0
81,0,0,0,1,1,0
82,0,0,0,1,1,0
83,0,1,0,1,1,1
84,1,0,1,0,1,0
85,0,0,0,1,1,0
86,0,0,0,1,1,0
87,0,0,1,0,1,1
88,0,0,1,0,1,1
89,1,1,0,1,1,1
90,0,1,0,1,1,0
91,0,0,1,0,1,0
92,0,0,0,1,0,0
93,0,0,1,1,1,0
94,0,0,1,1,1,1
95,0,0,0,0,1,0
96,0,1,0,1,1,0
97,0,0,0,1,1,0
98,0,1,0,1,1,0
99,0,0,0,1,1,1
100,0,0,1,1,1,0
101,0,1,0,1,1,0
102,0,1,0,1,1,0
103,0,0,0,1,1,0
104,0,1,0,1,0,0
105,0,1,1,1,1,0
106,0,1,0,1,1,1
107,0,0,0,0,1,0
108,0,0,0,1,1,0
109,0,1,0,1,1,0
110,0,1,0,1,1,0
111,0,1,0,1,1,0
112,0,0,0,0,1,1
113,0,0,0,1,1,0
114,0,0,0,1,1,0
115,0,0,0,0,1,0
116,0,0,0,1,1,1
117,0,0,0,0,1,1
118,0,0,1,1,1,1
119,0,1,1,0,1,1
120,0,0,0,0,0,0
121,0,0,0,1,1,1
122,0,0,0,0,1,0
123,0,1,0,1,1,0
124,0,0,0,1,1,1
125,0,1,0,1,1,1
126,0,0,0,0,1,0
127,1,1,0,0,0,0
128,0,0,1,0,1,1
129,0,1,0,1,0,0
130,0,1,0,1,1,0
131,0,1,0,1,1,1
132,0,1,1,0,1,0
133,0,1,0,0,1,0
134,0,1,0,1,1,0
135,1,1,1,0,1,0
136,0,0,1,0,1,1
137,0,1,0,0,1,0
138,0,0,0,1,1,0
139,0,0,0,1,1,0
140,0,1,0,0,1,0
141,0,0,0,1,1,0
142,0,0,0,0,1,0
143,0,1,0,0,1,1
144,0,0,0,1,0,1
145,0,0,0,0,1,0
146,0,0,0,1,1,1
147,0,1,0,1,1,0
148,0,0,0,0,1,0
149,0,0,1,1,1,0
150,0,1,0,1,1,1
151,0,0,1,1,1,0
152,0,1,0,0,1,0
153,0,0,0,1,1,1
154,0,1,0,1,1,0
155,0,0,0,0,1,0
156,0,0,0,1,1,0
157,0,0,0,1,1,0
158,0,1,0,1,1,1
159,0,0,0,1,1,0
160,0,0,1,1,1,0
161,0,0,0,1,1,1
162,0,0,1,1,1,0
163,0,1,0,1,0,0
164,0,1,0,1,1,0
165,0,1,0,1,1,1
166,0,1,1,1,1,1
167,0,0,0,1,1,0
168,0,0,0,0,1,0
169,0,1,0,1,1,0
170,0,0,0,1,1,1
171,0,1,0,1,1,0
172,0,1,0,1,1,1
173,0,0,1,1,1,0
174,0,1,0,1,1,0
175,0,0,0,1,1,0
176,0,1,1,1,1,0
177,0,1,0,1,1,1
178,0,0,0,1,1,1
179,0,0,0,1,1,0
180,0,0,1,0,1,1
181,0,0,0,1,1,1
182,0,1,0,0,0,0
183,0,0,0,1,1,0
184,0,1,1,0,1,0
185,0,0,0,1,1,0
186,0,0,0,0,1,0
187,0,1,0,1,1,0
188,0,0,0,1,1,1
189,0,1,0,0,1,0
190,0,1,0,1,1,0
191,0,0,1,1,1,1
192,0,0,0,1,1,0
193,0,0,1,0,1,1
194,0,0,1,1,1,1
195,0,0,0,1,1,1
196,0,1,1,1,1,0
197,0,0,0,1,1,0
198,0,1,0,0,1,0
199,0,1,0,0,1,1
200,0,1,0,1,1,0
201,0,1,1,1,1,1
202,0,0,0,1,1,0
203,0,1,0,1,1,0
204,0,1,0,1,1,0
205,0,1,0,0,1,0
206,0,1,1,1,1,1
207,0,0,1,1,1,0
208,0,0,0,1,1,0
209,0,1,1,1,1,0
210,0,0,0,1,1,0
211,0,1,0,1,0,1
212,0,0,0,1,1,0
213,0,1,1,1,1,0
214,0,0,0,1,1,0
215,0,0,1,1,1,0
216,0,0,1,1,1,0
217,0,1,0,1,0,0
218,0,1,0,1,0,1
219,0,0,0,1,1,1
220,0,1,0,1,1,0
221,0,0,0,1,1,1
222,0,1,1,1,1,0
223,0,0,1,0,1,1
224,0,0,0,0,1,0
225,0,0,0,1,1,0
226,0,0,0,1,1,0
227,0,1,0,1,1,1
228,0,0,0,0,1,1
229,0,0,1,0,1,1
230,0,0,0,1,0,0
231,0,0,0,0,0,0
232,0,0,1,1,1,1
233,1,1,0,1,1,0
234,0,1,0,1,1,0
235,0,0,1,1,1,0
236,0,1,0,1,1,0
237,0,0,0,1,1,1
238,0,1,0,0,1,0
239,1,1,1,1,1,0
240,0,0,1,1,0,0
241,0,1,1,0,1,0
242,0,1,1,0,1,0
243,0,1,1,0,1,0
244,0,1,0,1,1,0
245,0,0,1,1,1,0
246,0,0,1,1,1,0
247,0,1,0,1,1,0
248,0,1,0,1,0,1
249,0,0,0,0,1,0
250,0,1,0,1,1,0
251,0,0,0,1,1,0
252,0,1,0,0,1,1
253,0,0,1,0,1,0
254,0,1,0,1,1,1
255,0,1,1,1,1,0
256,0,0,0,1,1,0
257,0,1,0,1,1,1
258,0,0,0,1,1,1
259,0,0,0,1,1,0
260,0,0,0,1,1,0
261,0,1,1,1,1,1
262,0,1,0,1,1,1
263,0,0,0,1,1,0
264,0,0,0,1,1,1
265,1,1,0,1,1,0
266,0,0,1,1,1,0
267,0,1,0,1,1,0
268,0,1,0,1,1,0
269,0,1,0,1,1,0
270,0,0,1,1,1,0
271,0,0,0,1,1,1
272,0,0,0,1,1,0
273,0,1,1,0,1,1
274,0,1,0,1,1,0
275,0,1,0,1,0,1
276,0,1,0,1,0,1
277,0,0,0,1,1,0
278,0,0,0,1,1,0
279,0,1,0,0,1,0
280,0,0,1,1,1,0
281,0,1,1,1,1,1
282,0,0,1,1,1,1
283,0,0,0,1,1,1
284,0,0,1,0,1,0
285,0,0,0,1,0,0
286,0,1,1,1,1,0
287,1,1,1,1,1,0
288,0,0,1,0,1,1
289,0,0,1,1,1,1
290,0,1,0,1,1,0
291,1,1,1,1,1,0
292,0,0,0,1,1,0
293,0,1,0,1,0,0
294,0,0,0,1,1,0
295,0,0,0,1,1,1
296,0,1,0,1,1,0
297,0,0,0,1,0,0
298,0,1,1,0,1,0
299,0,0,0,0,1,1
300,0,0,0,0,1,1
301,0,0,0,1,1,0
302,0,1,1,0,1,0
303,0,0,1,1,1,1
304,0,1,1,1,1,0
305,0,1,0,1,1,0
306,0,0,0,1,1,0
307,0,1,1,1,1,0
308,0,0,1,0,1,1
309,0,0,0,1,1,1
310,0,0,0,1,1,0
311,0,1,0,0,1,0
312,0,1,0,1,0,0
313,0,1,0,1,1,0
314,0,0,1,1,1,0
315,0,0,1,1,1,1
316,0,0,1,1,1,1
317,0,0,1,0,0,0
318,0,0,1,1,1,1
319,0,1,0,1,0,1
320,0,0,1,1,1,0
321,0,1,1,0,1,0
322,0,1,0,1,1,0
323,0,1,0,1,0,1
324,0,0,1,0,1,1
325,0,1,1,0,1,1
326,0,0,0,1,1,1
327,1,0,0,0,0,0
328,0,0,0,1,1,0
329,0,0,1,1,1,0
330,0,1,0,1,0,0
331,0,0,0,1,1,1
332,0,1,0,1,1,0
333,0,1,0,1,1,0
334,0,1,1,1,1,0
335,0,0,0,1,1,1
336,0,0,0,0,1,1
337,0,0,1,1,1,0
338,0,1,0,1,1,0
339,0,0,0,0,1,1
340,0,1,1,0,1,0
341,0,1,0,1,1,0
342,0,1,0,1,1,1
343,0,1,0,1,0,0
344,0,1,0,1,1,0
345,0,0,0,1,1,1
346,0,1,0,1,1,0
347,0,1,0,1,1,0
348,0,1,0,1,1,0
349,0,1,0,1,1,0
350,0,1,0,1,1,0
351,0,0,0,1,0,0
352,0,0,1,0,1,1
353,0,1,0,1,1,0
354,0,1,0,1,1,0
355,0,0,1,0,1,0
356,0,0,0,1,1,0
357,0,1,0,1,1,0
358,0,1,0,1,0,0
359,0,1,1,1,0,1
360,0,1,0,1,0,0
361,0,0,1,1,1,0
362,0,0,0,1,1,0
363,0,1,0,1,1,0
364,0,1,0,1,1,0
365,0,0,0,1,1,0
366,0,1,0,1,1,0
367,0,0,0,1,1,0
368,0,0,0,1,1,1
369,0,0,1,0,1,1
370,0,0,1,1,1,1
371,0,1,1,0,1,0
372,0,1,0,0,1,0
373,0,1,0,1,1,0
374,0,0,1,1,1,1
375,0,0,1,1,1,0
376,0,0,0,0,1,1
377,0,1,0,1,1,1
378,0,0,0,1,1,0
379,0,1,0,1,1,0
380,0,0,0,1,1,0
381,1,1,1,1,1,0
382,0,0,1,1,1,1
383,0,1,0,1,1,0
384,0,1,0,1,1,1
385,0,1,0,1,1,0
386,0,0,0,1,1,1
387,0,0,1,1,1,0
388,0,1,0,1,1,0
389,0,0,0,1,1,1
390,0,1,0,1,1,0
391,0,0,1,1,1,0
392,0,1,0,1,1,0
393,0,1,0,0,1,0
394,1,0,0,1,0,0
395,0,0,0,1,1,1
396,0,0,1,0,1,0
397,0,0,1,1,1,1
398,1,1,0,1,0,0
399,0,0,0,1,1,1
400,0,1,0,1,1,1
401,0,0,0,1,1,0
402,0,1,0,0,1,0
403,0,1,0,1,1,1
404,0,1,0,1,1,0
405,0,0,1,1,1,1
406,0,1,0,1,1,0
407,0,1,0,0,1,0
408,0,0,1,1,1,1
409,1,0,1,1,0,0
410,0,1,0,1,1,1
411,0,1,0,0,1,0
412,0,1,0,1,1,1
413,0,1,0,1,1,0
414,0,0,0,1,1,0
415,0,0,0,1,1,0
416,0,1,0,1,1,0
417,0,1,0,1,0,0
418,0,1,0,1,1,0
419,0,0,0,1,1,0
420,0,1,1,1,1,0
421,0,1,0,1,0,0
422,0,1,0,1,1,0
423,0,1,0,1,0,0
424,0,1,0,0,0,0
425,0,1,0,1,1,1
426,0,1,0,1,1,1
427,0,0,0,1,0,1
428,0,1,0,1,1,1
429,1,1,0,1,1,0
430,0,0,1,1,1,0
431,0,0,1,1,1,0
432,0,0,1,1,1,0
433,0,0,0,1,1,0
434,0,0,0,1,1,0
435,0,0,1,1,1,0
436,0,0,0,1,1,0
437,0,0,0,0,0,0
438,0,1,0,1,1,1
439,0,0,0,1,1,0
440,0,0,1,0,1,1
441,0,0,0,1,1,0
442,0,0,1,1,1,1
443,0,1,0,1,1,0
444,0,0,1,0,1,1
445,0,1,1,1,1,0
446,0,0,0,0,1,0
447,0,1,0,1,1,0
448,0,0,0,1,1,1
449,0,0,0,1,1,0
450,0,0,0,1,1,0
451,0,1,0,1,1,0
452,0,0,0,1,1,0
453,0,0,0,1,1,1
454,0,0,0,1,1,0
455,0,1,0,1,1,0
456,0,0,0,1,1,1
457,0,1,0,0,1,1
458,0,0,0,1,1,0
459,0,1,1,0,1,1
460,0,0,1,0,1,1
461,0,0,0,1,1,1
462,0,0,0,1,1,1
463,0,1,0,1,1,1
464,0,1,0,0,1,0
465,0,0,1,1,1,1
466,0,1,0,1,1,0
467,0,1,0,1,1,0
468,0,0,1,1,1,0
469,0,1,1,1,1,1
470,0,1,0,1,1,1
471,1,1,1,1,1,0
472,0,0,0,1,1,0
473,0,0,1,1,1,0
474,0,0,1,1,1,1
475,0,1,0,1,0,1
476,0,1,1,1,1,0
477,0,1,0,1,0,0
478,0,0,0,1,1,0
479,0,0,1,1,1,0
480,0,0,0,1,0,0
481,0,1,1,1,1,0
482,0,1,0,1,1,0
483,0,0,0,1,0,0
484,0,0,0,1,1,1
485,0,1,0,1,1,0
486,0,0,0,1,1,1
487,0,0,0,1,1,0
488,0,1,1,1,1,0
489,0,0,0,1,1,0
490,0,0,0,0,1,0
491,0,1,0,1,1,0
492,0,1,0,1,1,0
493,0,1,0,1,0,0
494,0,0,1,0,1,0
495,0,1,0,1,1,0
496,0,1,0,1,0,0
497,0,0,0,1,1,1
498,0,1,0,1,0,0
499,0,1,0,1,1,1
500,0,1,1,1,1,0
501,0,1,0,1,0,0
502,0,1,1,0,1,1
503,0,1,0,1,1,0
504,0,0,0,1,1,0
505,0,0,0,1,1,0
506,0,0,0,1,1,0
507,0,1,0,1,1,1
508,0,0,0,1,1,1
509,0,0,1,1,1,1
510,0,1,0,1,1,0
511,0,1,1,0,1,1
512,0,0,0,1,1,0
513,0,0,0,0,1,1
514,0,0,0,1,1,0
515,0,0,1,1,1,1
516,0,0,1,0,1,1
517,0,1,0,1,0,0
518,0,0,1,0,1,1
519,0,0,0,1,1,1
520,0,1,0,1,0,0
521,0,0,1,1,1,1
522,0,1,0,1,0,0
523,0,1,0,1,1,0
524,0,1,1,1,1,1
525,0,0,1,0,1,0
526,0,1,1,1,1,1
527,1,0,1,1,1,1
528,0,0,1,0,0,0
529,0,1,0,1,1,1
530,0,1,1,1,1,0
531,0,1,0,1,1,0
532,0,1,0,0,1,0
533,0,0,0,1,1,1
534,0,1,0,1,1,1
535,0,0,0,1,1,0
536,0,1,0,1,1,1
537,0,0,0,1,1,1
538,0,1,0,1,1,1
539,0,0,1,1,1,0
540,0,1,1,1,0,0
541,0,1,0,1,1,0
542,0,0,1,1,1,1
543,0,0,0,1,1,0
544,0,0,0,1,1,1
545,0,1,0,1,1,1
546,0,1,0,1,1,1
547,0,0,0,0,1,0
548,0,1,1,0,1,1
549,0,1,0,1,1,1
550,0,1,0,1,1,0
551,0,1,0,1,1,0
552,0,0,1,1,1,1
553,1,1,0,1,0,0
554,0,0,0,1,1,0
555,0,0,0,1,1,1
556,0,0,0,1,1,0
557,0,1,0,1,0,0
558,0,0,1,0,1,0
559,0,0,1,1,1,0
560,0,0,1,0,1,1
561,0,1,1,1,0,0
562,0,1,1,0,1,0
563,0,1,1,1,1,0
564,0,0,0,1,1,0
565,0,0,0,1,1,0
566,0,0,0,1,1,0
567,0,1,0,1,1,0
568,0,1,0,0,1,0
569,0,0,0,0,1,0
570,0,1,0,1,1,0
571,0,0,0,1,1,0
572,0,1,1,1,1,0
573,0,1,0,1,1,0
574,0,1,0,0,1,0
575,0,1,0,1,1,0
576,0,0,0,1,1,0
577,0,1,0,1,1,0
578,0,1,0,1,1,0
579,0,1,0,1,0,0
580,0,1,0,1,0,1
581,0,0,0,1,1,1
582,0,1,0,1,1,1
583,0,1,1,1,1,1
584,0,1,1,0,1,0
585,0,0,0,1,1,1
586,0,0,1,1,1,0
587,0,1,1,1,1,0
588,0,1,0,1,1,0
589,0,0,0,1,1,1
590,0,0,0,1,1,0
591,0,1,0,1,1,1
592,0,0,1,1,1,0
593,0,1,1,0,1,1
594,0,0,0,0,1,0
595,0,1,1,1,1,1
596,0,1,0,1,1,0
597,0,1,0,1,0,0
598,0,0,1,0,1,1
599,0,0,0,0,0,0
600,0,0,0,1,1,0
601,0,1,0,1,0,1
602,0,1,0,1,1,0
603,0,0,1,1,0,0
604,0,0,0,1,1,0
605,0,1,0,1,1,0
606,0,1,0,0,1,0
607,0,1,0,1,1,0
608,0,1,0,1,0,1
609,0,1,0,1,1,1
610,0,1,0,1,1,0
611,0,0,0,1,1,0
612,0,1,0,1,1,1
613,0,1,0,1,0,0
614,0,1,0,1,1,0
615,0,0,0,1,1,0
616,0,1,0,1,1,0
617,0,1,0,1,1,1
618,0,1,0,1,1,1
619,0,1,0,1,1,0
620,0,1,1,1,1,0
621,0,1,0,1,1,0
622,0,1,0,1,1,1
623,0,1,0,1,0,0
624,0,0,0,0,1,0
625,0,0,0,1,1,0
626,0,1,0,1,0,0
627,0,1,1,1,1,0
628,0,0,1,1,1,1
629,0,0,0,0,1,0
630,0,1,1,1,1,0
631,0,1,0,1,1,0
632,0,1,0,1,0,1
633,0,1,0,1,1,0
634,0,1,1,1,1,1
635,0,0,0,1,1,0
636,0,0,1,1,1,0
637,0,0,1,1,1,1
638,0,0,0,1,1,0
639,0,0,1,1,1,1
640,0,0,1,1,1,0
641,0,0,1,1,1,1
642,0,0,0,1,1,1
643,0,0,0,0,1,0
644,0,0,0,1,1,0
645,0,0,0,1,1,0
646,0,0,0,1,0,0
647,0,1,0,0,1,0
648,0,1,0,1,1,0
649,0,0,0,0,1,0
650,0,1,0,1,0,0
651,0,1,1,1,1,0
652,0,1,1,1,1,0
653,0,1,1,1,1,0
654,0,1,0,1,1,0
655,0,1,0,1,0,0
656,0,1,1,1,1,0
657,0,0,1,0,1,1
658,0,0,1,1,1,0
659,0,0,0,1,1,0
660,0,1,1,1,1,0
661,0,0,1,0,1,0
662,0,0,0,1,1,0
663,0,1,0,1,0,1
664,0,1,0,0,1,1
665,0,1,0,1,1,0
666,0,1,0,1,0,1
667,0,1,1,0,1,0
668,1,1,1,1,0,0
669,0,1,0,0,1,0
670,0,1,0,1,1,0
671,0,0,0,1,1,0
672,0,1,0,0,1,0
673,0,0,0,1,1,0
674,1,0,0,0,1,0
675,0,1,1,0,1,0
676,0,0,0,1,1,1
677,0,0,0,1,1,0
678,0,1,1,0,1,0
679,0,1,1,0,1,0
680,0,1,0,1,0,0
681,0,1,0,1,1,0
682,0,0,0,1,1,1
683,0,1,0,1,1,0
684,0,1,0,1,1,1
685,0,0,0,1,1,0
686,0,0,1,1,1,0
687,0,1,1,1,1,1
688,0,1,0,1,1,0
689,0,0,1,1,1,1
690,0,0,1,1,1,1
691,0,1,0,1,1,0
692,0,1,0,0,1,0
693,0,0,0,1,1,1
694,0,0,0,1,0,0
695,0,0,1,1,1,0
696,0,0,1,1,1,0
697,0,1,0,0,1,0
698,0,0,1,1,1,1
699,0,1,0,1,0,0
700,0,1,1,1,1,0
701,0,1,0,1,0,0
702,0,1,1,1,1,1
703,0,0,1,1,1,0
704,0,0,0,1,1,0
705,0,0,0,1,1,1
706,1,0,1,1,0,0
707,0,1,0,0,1,1
708,0,1,0,0,1,1
709,0,0,0,1,1,0
710,0,1,0,1,1,0
711,0,1,1,0,1,1
712,0,1,1,1,1,0
713,0,1,0,1,1,0
714,1,0,0,0,0,1
715,0,1,0,1,1,0
716,0,0,0,0,1,0
717,0,1,0,1,1,0
718,0,1,1,1,0,0
719,0,0,1,1,1,1
720,0,0,0,1,1,0
721,0,1,0,1,1,1
722,0,1,0,1,1,0
723,0,1,1,1,1,1
724,0,0,0,0,1,1
725,0,1,0,1,1,1
726,0,1,0,1,0,0
727,0,0,0,1,1,1
728,0,0,1,0,1,1
729,0,0,1,1,1,1
730,0,0,0,1,1,0
731,0,1,0,1,1,1
732,0,1,0,0,1,0
733,0,0,0,1,1,1
734,0,1,0,1,1,0
735,0,0,1,1,1,0
736,0,0,1,1,1,0
737,0,1,0,1,0,0
738,0,1,0,1,0,0
739,0,1,0,1,0,0
740,0,1,0,1,0,1
741,0,1,0,1,0,1
742,0,0,0,1,1,0
743,0,1,0,1,1,1
744,0,1,0,1,1,1
745,0,0,0,1,1,1
746,0,1,0,1,1,1
747,0,1,1,0,1,1
748,0,1,0,1,1,0
749,0,0,0,1,1,0
750,0,0,1,1,1,0
751,1,1,0,1,0,1
752,0,0,0,0,1,1
753,0,1,0,1,0,0
754,0,1,0,1,0,0
755,0,0,0,1,0,0
756,0,1,0,1,0,1
757,0,1,0,1,0,0
758,0,0,1,1,1,0
759,0,0,1,1,1,0
760,0,0,0,0,1,1
761,0,1,0,1,0,1
762,0,0,1,0,1,1
763,0,1,0,1,1,0
764,0,1,0,1,1,0
765,0,1,0,1,1,1
766,0,1,0,1,1,0
767,0,1,1,1,1,0
768,0,1,0,1,0,1
769,0,1,1,1,1,0
770,0,1,0,1,1,0
771,0,1,0,1,1,1
772,0,1,0,0,1,0
773,0,0,1,1,1,0
774,0,1,1,0,1,0
775,0,1,0,0,1,1
776,0,0,0,1,0,0
777,0,0,0,1,1,0
778,0,1,0,1,0,0
779,0,0,0,1,1,0
780,0,1,0,1,1,0
781,0,0,0,0,1,1
782,0,0,0,1,1,0
783,0,0,0,1,0,1
784,0,1,0,1,1,0
785,0,0,0,1,1,0
786,0,1,0,1,1,0
787,1,0,0,1,1,1
788,0,1,0,1,1,0
789,0,0,0,0,1,0
790,0,1,0,0,1,0
791,0,0,1,1,1,1
792,0,1,0,1,1,0
793,0,0,1,1,1,0
794,0,0,0,1,1,0
795,0,0,0,1,1,1
796,0,0,0,0,1,1
797,0,1,0,1,1,0
798,0,1,0,1,1,1
799,0,0,1,1,1,1
800,0,1,1,1,1,0
801,0,0,0,1,1,1
802,0,0,0,0,0,1
803,0,0,1,0,1,1
804,0,0,1,1,1,0
805,0,0,0,1,1,0
806,0,0,0,1,1,0
807,0,1,0,1,0,1
808,0,1,1,1,1,1
809,0,0,0,1,1,0
810,0,1,0,1,1,1
811,0,0,0,0,1,0
812,0,1,0,1,1,0
813,0,1,0,1,1,0
814,0,1,0,1,1,0
815,0,1,0,1,1,1
816,0,0,0,1,1,0
817,0,1,1,1,1,1
818,0,1,0,1,1,0
819,0,1,0,1,1,1
820,0,1,0,1,1,0
821,0,0,1,0,1,1
822,0,0,1,1,1,1
823,0,0,0,1,1,0
824,0,0,0,0,1,1
825,0,1,0,1,1,0
826,0,1,0,1,1,0
827,0,0,1,1,1,1
828,0,1,0,1,1,0
829,0,1,0,1,1,1
830,0,1,0,1,0,0
831,0,0,1,0,1,0
832,1,0,1,1,1,0
833,0,1,0,1,1,1
834,0,1,1,1,1,0
835,0,1,0,1,1,0
836,0,0,0,1,1,0
837,0,0,1,1,1,1
838,0,0,1,0,0,1
839,0,1,1,1,1,0
840,0,1,0,1,1,0
841,0,0,1,0,1,1
842,0,0,0,1,1,1
843,0,1,0,1,1,1
844,0,0,0,0,1,0
845,0,1,0,1,0,0
846,0,1,0,1,1,1
847,0,0,0,1,1,0
848,0,1,1,1,1,1
849,1,1,1,0,1,0
850,0,0,1,1,1,1
851,0,1,0,1,1,1
852,0,1,1,1,1,0
853,0,1,0,0,1,1
854,0,1,0,1,1,1
855,0,0,0,1,1,0
856,0,1,0,1,1,1
857,0,0,1,1,1,0
858,0,1,0,1,0,1
859,0,1,0,1,1,1
860,0,1,0,0,1,0
861,0,1,0,1,1,0
862,0,0,0,1,0,0
863,0,0,0,1,1,0
864,0,1,0,1,1,0
865,0,0,1,1,1,1
866,0,1,1,1,0,0
867,0,0,0,0,1,0
868,0,1,1,0,1,1
869,0,0,0,1,1,0
870,0,1,1,1,1,1
871,0,1,0,1,1,1
872,0,1,0,1,1,0
873,0,1,0,1,1,1
874,0,0,0,1,1,0
875,0,1,0,1,1,0
876,0,0,0,1,1,0
877,0,0,0,1,1,0
878,0,0,0,0,1,1
879,0,1,0,1,1,0
880,0,1,0,0,0,1
881,0,0,1,1,1,1
882,0,0,0,1,1,1
883,0,1,0,1,1,0
884,0,0,0,1,1,1
885,0,1,0,1,1,0
886,0,0,0,1,1,0
887,0,1,0,1,0,1
888,0,1,0,1,1,1
889,0,1,0,1,1,0
890,0,1,0,1,1,0
891,1,1,0,1,0,0
892,0,0,0,1,1,0
893,0,0,1,1,1,1
894,0,0,1,1,1,0
895,0,0,0,1,1,0
896,0,1,1,0,1,0
897,0,1,0,0,0,1
898,0,0,0,1,0,1
899,0,0,0,1,1,0
900,0,0,1,1,1,0
901,0,1,0,0,1,0
902,0,1,0,1,1,0
903,0,1,0,1,1,0
904,0,0,1,1,1,0
905,0,0,1,1,1,0
906,0,1,0,1,1,0
907,0,1,0,1,1,1
908,0,1,0,1,1,1
909,0,1,0,1,0,1
910,0,1,0,1,1,1
911,0,0,0,1,1,0
912,0,0,0,1,1,1
913,0,0,0,1,1,0
914,0,0,0,1,1,0
915,0,1,0,1,1,1
916,0,1,1,1,1,1
917,0,0,1,0,1,1
918,0,1,1,0,1,1
919,0,1,0,1,1,0
920,0,1,0,1,1,0
921,0,0,1,0,1,1
922,0,0,0,1,1,1
923,0,1,0,1,1,1
924,0,1,0,1,1,1
925,0,1,1,0,1,0
926,0,1,0,0,1,0
927,0,0,0,0,1,1
928,0,1,0,1,1,0
929,0,1,0,1,1,0
930,0,0,1,0,1,0
931,0,0,1,1,1,0
932,0,0,1,1,1,0
933,0,1,0,1,1,0
934,0,1,0,1,1,0
935,0,1,0,1,1,0
936,0,1,1,1,1,0
937,0,1,1,1,1,0
938,0,1,0,0,1,0
939,0,1,0,1,1,0
940,0,0,0,0,1,0
941,0,0,0,1,1,0
942,0,1,0,1,1,0
943,0,0,0,1,1,0
944,0,1,0,1,1,0
945,0,1,0,1,1,0
946,0,0,1,1,1,0
947,0,0,0,1,1,1
948,0,0,0,1,1,1
949,0,0,1,1,1,0
950,0,0,0,1,1,1
951,0,1,0,0,1,0
952,0,0,1,1,1,1
953,0,0,1,1,1,0
954,0,1,0,1,1,0
955,0,0,0,1,1,0
956,0,0,0,1,1,1
957,0,0,1,1,1,1
958,0,1,1,1,1,0
959,0,0,1,0,1,1
960,0,1,0,1,0,0
961,0,0,0,0,1,1
962,0,0,0,1,1,1
963,0,1,0,1,1,1
964,0,0,0,0,1,0
965,1,0,1,1,1,1
966,0,1,0,1,0,1
967,0,0,0,0,1,0
968,0,1,0,1,1,0
969,1,1,1,0,1,0
970,0,0,0,1,1,1
971,0,1,0,1,1,0
972,0,0,0,1,1,0
973,0,1,0,1,1,0
974,0,0,0,1,1,0
975,0,0,0,0,1,0
976,0,0,1,1,1,0
977,0,1,0,1,1,1
978,0,0,0,1,1,1
979,0,0,0,1,0,1
980,0,0,0,1,1,1
981,0,0,0,0,1,0
982,0,0,0,1,1,0
983,0,0,1,0,1,1
984,0,1,1,1,1,1
985,0,1,0,1,1,0
986,0,1,0,1,1,0
987,0,0,1,0,1,1
988,0,1,0,1,1,0
989,0,1,0,1,1,1
990,0,1,1,1,1,0
991,0,0,1,1,1,1
992,0,0,1,0,1,1
993,0,0,0,1,1,0
994,0,1,0,1,1,0
995,0,0,0,1,1,0
