,y
5797,0
5798,1
5799,1
5800,0
5801,0
5802,0
5803,1
5804,0
5805,1
5806,1
5807,1
5808,1
5809,1
5810,1
5811,1
5812,1
5813,1
5814,0
5815,1
5816,0
5817,0
5818,0
5819,1
5820,1
5821,1
5822,0
5823,0
5824,1
5825,1
5826,1
5827,0
5828,1
5829,1
5830,0
5831,0
5832,0
5833,0
5834,0
5835,1
5836,1
5837,1
5838,1
5839,1
5840,1
5841,1
5842,1
5843,1
5844,1
5845,1
5846,1
5847,0
5848,1
5849,0
5850,0
5851,0
5852,1
5853,0
5854,1
5855,1
5856,1
5857,1
5858,1
5859,1
5860,1
5861,0
5862,1
5863,1
5864,0
5865,1
5866,1
5867,0
5868,0
5869,0
5870,0
5871,1
5872,0
5873,1
5874,0
5875,0
5876,0
5877,1
5878,1
5879,1
5880,0
5881,0
5882,1
5883,0
5884,1
5885,1
5886,1
5887,0
5888,0
5889,1
5890,0
5891,1
5892,0
5893,1
5894,1
5895,0
5896,1
5897,0
5898,1
5899,1
5900,1
5901,1
5902,1
5903,1
5904,0
5905,1
5906,0
5907,1
5908,1
5909,0
5910,0
5911,1
5912,1
5913,0
5914,1
5915,1
5916,1
5917,1
5918,1
5919,0
5920,1
5921,1
5922,1
5923,0
5924,1
5925,1
5926,1
5927,0
5928,0
5929,0
5930,0
5931,0
5932,0
5933,0
5934,0
5935,0
5936,0
5937,1
5938,0
5939,0
5940,0
5941,1
5942,1
5943,1
5944,0
5945,0
5946,1
5947,1
5948,0
5949,1
5950,1
5951,0
5952,0
5953,0
5954,1
5955,0
5956,0
5957,1
5958,0
5959,1
5960,0
5961,0
5962,1
5963,1
5964,1
5965,1
5966,0
5967,1
5968,1
5969,1
5970,1
5971,0
5972,1
5973,0
5974,1
5975,1
5976,0
5977,0
5978,1
5979,1
5980,0
5981,1
5982,0
5983,1
5984,1
5985,0
5986,1
5987,1
5988,0
5989,0
5990,0
5991,1
5992,0
5993,1
5994,0
5995,1
5996,1
5997,1
5998,1
5999,0
6000,0
6001,0
6002,0
6003,1
6004,1
6005,0
6006,1
6007,0
6008,0
6009,1
6010,0
6011,1
6012,0
6013,0
6014,0
6015,0
6016,0
6017,0
6018,0
6019,1
6020,1
6021,1
6022,0
6023,0
6024,0
6025,0
6026,1
6027,0
6028,0
6029,1
6030,0
6031,1
6032,1
6033,0
6034,1
6035,0
6036,0
6037,1
6038,1
6039,0
6040,0
6041,0
6042,0
6043,0
6044,1
6045,0
6046,1
6047,0
6048,0
6049,0
6050,1
6051,0
6052,0
6053,1
6054,1
6055,1
6056,1
6057,0
6058,1
6059,0
6060,1
6061,0
6062,1
6063,1
6064,0
6065,0
6066,0
6067,0
6068,0
6069,0
6070,1
6071,1
6072,1
6073,1
6074,1
6075,0
6076,1
6077,1
6078,1
6079,1
6080,0
6081,0
6082,1
6083,1
6084,1
6085,1
6086,0
6087,0
6088,0
6089,0
6090,0
6091,1
6092,0
6093,1
6094,0
6095,1
6096,1
6097,0
6098,0
6099,0
6100,1
6101,1
6102,0
6103,1
6104,0
6105,1
6106,0
6107,0
6108,1
6109,1
6110,1
6111,0
6112,0
6113,1
6114,0
6115,0
6116,1
6117,1
6118,0
6119,1
6120,1
6121,0
6122,1
6123,1
6124,0
6125,1
6126,1
6127,0
6128,0
6129,0
6130,0
6131,1
6132,0
6133,0
6134,1
6135,0
6136,0
6137,0
6138,0
6139,0
6140,0
6141,0
6142,1
6143,1
6144,1
6145,0
6146,1
6147,0
6148,0
6149,0
6150,1
6151,1
6152,0
6153,0
6154,0
6155,0
6156,1
6157,0
6158,0
6159,0
6160,1
6161,1
6162,0
6163,0
6164,1
6165,0
6166,1
6167,1
6168,1
6169,0
6170,1
6171,1
6172,0
6173,1
6174,0
6175,0
6176,1
6177,0
6178,1
6179,0
6180,1
6181,0
6182,1
6183,1
6184,0
6185,0
6186,0
6187,1
6188,0
6189,1
6190,0
6191,0
6192,0
6193,1
6194,1
6195,0
6196,1
6197,1
6198,0
6199,0
6200,0
6201,0
6202,1
6203,0
6204,0
6205,1
6206,1
6207,1
6208,0
6209,1
6210,0
6211,1
6212,0
6213,0
6214,0
6215,1
6216,1
6217,1
6218,1
6219,1
6220,0
6221,1
6222,1
6223,1
6224,1
6225,1
6226,0
6227,0
6228,0
6229,1
6230,0
6231,0
6232,0
6233,0
6234,1
6235,1
6236,0
6237,0
6238,1
6239,0
6240,1
6241,0
6242,0
6243,0
6244,0
6245,1
6246,1
6247,0
6248,0
6249,1
6250,1
6251,0
6252,1
6253,1
6254,1
6255,0
6256,1
6257,0
6258,1
6259,1
6260,1
6261,0
6262,0
6263,0
6264,1
6265,1
6266,0
6267,1
6268,1
6269,1
6270,1
6271,1
6272,1
6273,1
6274,0
6275,1
6276,1
6277,0
6278,0
6279,0
6280,1
6281,1
6282,0
6283,1
6284,1
6285,0
6286,0
6287,1
6288,1
6289,1
6290,0
6291,1
6292,0
6293,0
6294,0
6295,1
6296,1
6297,1
6298,1
6299,1
6300,0
6301,1
6302,0
6303,1
6304,0
6305,1
6306,0
6307,0
6308,1
6309,1
6310,1
6311,0
6312,0
6313,0
6314,0
6315,0
6316,0
6317,1
6318,1
6319,1
6320,1
6321,0
6322,1
6323,0
6324,1
6325,0
6326,0
6327,0
6328,1
6329,0
6330,1
6331,1
6332,1
6333,0
6334,1
6335,0
6336,1
6337,0
6338,1
6339,0
6340,0
6341,1
6342,0
6343,0
6344,1
6345,1
6346,0
6347,0
6348,1
6349,0
6350,1
6351,1
6352,0
6353,0
6354,1
6355,1
6356,1
6357,0
6358,1
6359,0
6360,0
6361,0
6362,1
6363,0
6364,1
6365,1
6366,1
6367,1
6368,0
6369,0
6370,1
6371,1
6372,1
6373,0
6374,0
6375,1
6376,1
6377,1
6378,1
6379,1
6380,1
6381,1
6382,0
6383,1
6384,0
6385,1
6386,0
6387,1
6388,0
6389,1
6390,1
6391,1
6392,0
6393,1
6394,0
6395,1
6396,1
6397,0
6398,1
6399,0
6400,0
6401,0
6402,1
6403,1
6404,0
6405,1
6406,1
6407,0
6408,1
6409,0
6410,1
6411,0
6412,1
6413,0
6414,0
6415,1
6416,0
6417,1
6418,1
6419,1
6420,1
6421,1
6422,0
6423,0
6424,0
6425,1
6426,1
6427,1
6428,0
6429,1
6430,1
6431,0
6432,1
6433,1
6434,1
6435,0
6436,1
6437,0
6438,0
6439,0
6440,0
6441,0
6442,1
6443,0
6444,0
6445,1
6446,0
6447,0
6448,1
6449,1
6450,1
6451,0
6452,1
6453,0
6454,1
6455,1
6456,0
6457,0
6458,0
6459,0
6460,1
6461,0
6462,1
6463,1
6464,0
6465,0
6466,1
6467,0
6468,1
6469,1
6470,0
6471,0
6472,0
6473,1
6474,1
6475,0
6476,0
6477,0
6478,0
6479,1
6480,1
6481,0
6482,0
6483,0
6484,1
6485,1
6486,1
6487,0
6488,0
6489,0
6490,0
6491,0
6492,1
